Order_ID,Order_Date,Customer_ID,Customer_Name,Product_Name,Category,Quantity,Unit_Price,Total_Amount,City,Payment_Method,Order_Status
ORD1216,22-07-2026,CUST102,Rohan Deshmukh,Desk,Furniture,3,12334.73,37004.19,Navi Mumbai,Debit Card,Cancelled
ORD1217,06-02-2026,CUST120,Akash Shinde,Shoes,Fashion,2,3489.79,6979.58,Mumbai,Credit Card,Completed
ORD1218,01-09-2026,CUST119,Ananya Patil,Keyboard,Electronics,3,1750.37,5251.11,Nashik,Cash,Completed
ORD1219,27-05-2026,CUST105,Nikhil Pawar,Office Chair,Furniture,4,8947.24,35788.96,Thane,Cash,Completed
ORD1220,30-01-2026,CUST101,Priya Shah,Backpack,Accessories,3,1709.86,5129.58,Kolhapur,Net Banking,Completed
ORD1221,18-07-2026,CUST109,Akash Shinde,Jeans,Fashion,5,2031.81,10159.05,Nagpur,Net Banking,Completed
ORD1222,04-02-2026,CUST103,Akash Shinde,Water Bottle,Accessories,4,658.02,2632.08,Nashik,Cash,Completed
ORD1223,01-07-2026,CUST103,Kavya Joshi,Shoes,Fashion,3,3307.42,9922.26,Aurangabad,Debit Card,Completed
ORD1224,11-05-2026,CUST108,Sneha Kulkarni,Water Bottle,Accessories,2,741.12,1482.24,Nagpur,Credit Card,Completed
ORD1225,22-05-2026,CUST119,Isha Gupta,Shoes,Fashion,4,2896.82,11587.28,Kolhapur,Net Banking,Completed
ORD1226,12-04-2026,CUST116,Nikhil Pawar,Pen Set,Stationery,1,228.29,228.29,Navi Mumbai,Cash,Cancelled
ORD1227,14-06-2026,CUST103,Akash Shinde,Smartphone,Electronics,2,30645.33,61290.66,Kolhapur,Net Banking,Completed
ORD1228,16-02-2026,CUST105,Riya Desai,Headphones,Electronics,5,2569.9,12849.5,Mumbai,UPI,Cancelled
ORD1229,24-03-2026,CUST108,Isha Gupta,Headphones,Electronics,3,2332.33,6996.99,Aurangabad,UPI,Completed
ORD1230,10-06-2026,CUST110,Tanvi Shah,Keyboard,Electronics,5,1718.8,8594,Pune,Net Banking,Returned
ORD1231,09-02-2026,CUST106,Tanvi Shah,Headphones,Electronics,5,2720.8,13604,Thane,Net Banking,Completed
ORD1232,31-08-2026,CUST119,Rahul Jadhav,T-Shirt,Fashion,1,824.62,824.62,Nagpur,Net Banking,Completed
ORD1233,10-06-2026,CUST118,Pooja Chavan,Pen Set,Stationery,1,249.9,249.9,Aurangabad,Cash,Completed
ORD1234,19-01-2026,CUST102,Priya Shah,Shoes,Fashion,4,3070.36,12281.44,Kolhapur,Cash,Completed
ORD1235,06-02-2026,CUST111,Karan Mehta,Bookshelf,Furniture,2,6292.25,12584.5,Thane,Cash,Completed
ORD1236,28-01-2026,CUST111,Neha Pawar,Shoes,Fashion,3,3209.59,9628.77,Kolhapur,UPI,Completed
ORD1237,13-01-2026,CUST110,Siddharth Patil,Bookshelf,Furniture,2,6033.14,12066.28,Navi Mumbai,Credit Card,Completed
ORD1238,04-07-2026,CUST111,Aditya More,T-Shirt,Fashion,3,978.08,2934.24,Nashik,Cash,Cancelled
ORD1239,08-05-2026,CUST101,Rohan Deshmukh,Bookshelf,Furniture,4,6992.8,27971.2,Navi Mumbai,Net Banking,Completed
ORD1240,13-01-2026,CUST102,Pooja Chavan,Keyboard,Electronics,2,1830,3660,Kolhapur,Net Banking,Returned
ORD1241,03-01-2026,CUST104,Riya Desai,Backpack,Accessories,4,1722.87,6891.48,Nashik,Debit Card,Returned
ORD1242,13-04-2026,CUST102,Omkar More,Office Chair,Furniture,4,8272.09,33088.36,Nagpur,Debit Card,Cancelled
ORD1243,26-04-2026,CUST118,Rahul Jadhav,Mouse,Electronics,1,879.54,879.54,Pune,Credit Card,Completed
ORD1244,28-03-2026,CUST118,Isha Gupta,Desk,Furniture,3,12707.75,38123.25,Nashik,Credit Card,Cancelled
ORD1245,12-01-2026,CUST102,Vivek Joshi,Notebook,Stationery,4,120,480,Thane,Cash,Cancelled
ORD1246,12-05-2026,CUST105,Karan Mehta,Bookshelf,Furniture,2,6638.14,13276.28,Thane,Credit Card,Completed
ORD1247,10-05-2026,CUST117,Kavya Joshi,Pen Set,Stationery,3,254.69,764.07,Kolhapur,Net Banking,Completed
ORD1248,22-06-2026,CUST104,Riya Desai,Bookshelf,Furniture,1,6328.87,6328.87,Aurangabad,UPI,Cancelled
ORD1249,20-07-2026,CUST119,Omkar More,Bookshelf,Furniture,3,7107.19,21321.57,Nagpur,UPI,Cancelled
ORD1250,04-07-2026,CUST120,Siddharth Patil,Bookshelf,Furniture,2,6531.5,13063,Nashik,Credit Card,Completed
ORD1251,23-04-2026,CUST111,Riya Desai,Pen Set,Stationery,1,234.54,234.54,Nashik,Cash,Returned
ORD1252,06-06-2026,CUST116,Ananya Patil,Keyboard,Electronics,4,1800.66,7202.64,Nashik,Net Banking,Completed
ORD1253,03-05-2026,CUST117,Siddharth Patil,Notebook,Stationery,3,131.95,395.85,Thane,Credit Card,Completed
ORD1254,01-04-2026,CUST109,Tanvi Shah,Jeans,Fashion,5,2130.62,10653.1,Kolhapur,Credit Card,Completed
ORD1255,30-08-2026,CUST110,Pooja Chavan,Mouse,Electronics,5,863.73,4318.65,Nagpur,Cash,Completed
ORD1256,28-08-2026,CUST109,Pooja Chavan,Bookshelf,Furniture,3,6578.63,19735.89,Pune,Net Banking,Returned
ORD1257,12-04-2026,CUST112,Vivek Joshi,Notebook,Stationery,4,129.5,518,Aurangabad,UPI,Completed
ORD1258,24-04-2026,CUST109,Mansi Kulkarni,Water Bottle,Accessories,1,678.49,678.49,Nagpur,Credit Card,Cancelled
ORD1259,05-02-2026,CUST104,Tanvi Shah,Mouse,Electronics,5,935.31,4676.55,Nagpur,Credit Card,Completed
ORD1260,01-03-2026,CUST102,Sneha Kulkarni,Backpack,Accessories,5,1701.24,8506.2,Navi Mumbai,Debit Card,Returned
ORD1261,05-02-2026,CUST101,Kavya Joshi,Bookshelf,Furniture,1,6735.55,6735.55,Nashik,Cash,Returned
ORD1262,21-02-2026,CUST110,Karan Mehta,Jeans,Fashion,4,2190.08,8760.32,Aurangabad,UPI,Completed
ORD1263,09-07-2026,CUST102,Priya Shah,Backpack,Accessories,5,1703.6,8518,Navi Mumbai,Credit Card,Completed
ORD1264,17-02-2026,CUST110,Ananya Patil,T-Shirt,Fashion,4,951.83,3807.32,Mumbai,Debit Card,Cancelled
ORD1265,27-03-2026,CUST110,Akash Shinde,Pen Set,Stationery,1,271.42,271.42,Kolhapur,Credit Card,Cancelled
ORD1266,29-01-2026,CUST111,Priya Shah,Bookshelf,Furniture,3,6100.65,18301.95,Kolhapur,Debit Card,Returned
ORD1267,22-07-2026,CUST110,Omkar More,Headphones,Electronics,1,2618.31,2618.31,Nagpur,Credit Card,Cancelled
ORD1268,12-05-2026,CUST111,Rohan Deshmukh,T-Shirt,Fashion,4,958.86,3835.44,Navi Mumbai,UPI,Completed
ORD1269,05-03-2026,CUST101,Rahul Jadhav,Headphones,Electronics,4,2411.8,9647.2,Navi Mumbai,Credit Card,Completed
ORD1270,19-03-2026,CUST119,Omkar More,Shoes,Fashion,3,3490.58,10471.74,Mumbai,Debit Card,Returned
ORD1271,31-01-2026,CUST115,Pooja Chavan,Office Chair,Furniture,2,7755.61,15511.22,Nashik,Cash,Returned
ORD1272,13-06-2026,CUST110,Isha Gupta,Notebook,Stationery,3,124.57,373.71,Nagpur,Credit Card,Completed
ORD1273,05-06-2026,CUST112,Riya Desai,Bookshelf,Furniture,2,6441.47,12882.94,Kolhapur,Net Banking,Returned
ORD1274,24-06-2026,CUST120,Rohan Deshmukh,T-Shirt,Fashion,2,947.13,1894.26,Kolhapur,Net Banking,Returned
ORD1275,29-01-2026,CUST102,Kavya Joshi,Office Chair,Furniture,1,9209.32,9209.32,Nagpur,Net Banking,Cancelled
ORD1276,14-05-2026,CUST115,Sneha Kulkarni,Headphones,Electronics,2,2414.06,4828.12,Nagpur,Net Banking,Completed
ORD1277,15-01-2026,CUST115,Vivek Joshi,Smartphone,Electronics,5,27694.7,138473.5,Navi Mumbai,Cash,Cancelled
ORD1278,26-07-2026,CUST110,Aarav Sharma,Laptop,Electronics,5,44661.4,223307,Navi Mumbai,Debit Card,Completed
ORD1279,12-01-2026,CUST114,Isha Gupta,Water Bottle,Accessories,2,710.96,1421.92,Pune,Net Banking,Completed
ORD1280,01-05-2026,CUST102,Pooja Chavan,Jeans,Fashion,1,2413.9,2413.9,Navi Mumbai,Credit Card,Completed
ORD1281,17-08-2026,CUST113,Akash Shinde,Shoes,Fashion,4,3119.65,12478.6,Navi Mumbai,Cash,Completed
ORD1282,09-08-2026,CUST112,Sneha Kulkarni,Backpack,Accessories,5,1667.88,8339.4,Nashik,Net Banking,Completed
ORD1283,27-02-2026,CUST101,Aarav Sharma,Notebook,Stationery,2,125.47,250.94,Aurangabad,Cash,Returned
ORD1284,08-04-2026,CUST108,Neha Pawar,Water Bottle,Accessories,5,689.38,3446.9,Kolhapur,Debit Card,Completed
ORD1285,05-07-2026,CUST104,Ananya Patil,Mouse,Electronics,2,978.73,1957.46,Navi Mumbai,Net Banking,Completed
ORD1286,02-06-2026,CUST102,Akash Shinde,Keyboard,Electronics,2,1644.22,3288.44,Mumbai,Credit Card,Returned
ORD1287,19-05-2026,CUST107,Ananya Patil,Laptop,Electronics,4,44450.67,177802.68,Nashik,Net Banking,Completed
ORD1288,03-06-2026,CUST111,Neha Pawar,Keyboard,Electronics,5,1734.81,8674.05,Aurangabad,Credit Card,Returned
ORD1289,12-03-2026,CUST102,Kavya Joshi,Notebook,Stationery,2,117.93,235.86,Nashik,Cash,Cancelled
ORD1290,30-08-2026,CUST113,Nikhil Pawar,Bookshelf,Furniture,1,7113.98,7113.98,Thane,Cash,Completed
ORD1291,13-07-2026,CUST118,Mansi Kulkarni,Headphones,Electronics,3,2438.23,7314.69,Nagpur,Credit Card,Completed
ORD1292,23-08-2026,CUST102,Kavya Joshi,T-Shirt,Fashion,2,955.04,1910.08,Navi Mumbai,Cash,Cancelled
ORD1293,07-03-2026,CUST107,Karan Mehta,Notebook,Stationery,2,117.32,234.64,Pune,Cash,Completed
ORD1294,18-02-2026,CUST102,Rahul Jadhav,Smartphone,Electronics,5,29257.67,146288.35,Navi Mumbai,Net Banking,Cancelled
ORD1295,14-07-2026,CUST119,Kavya Joshi,Laptop,Electronics,1,42193.47,42193.47,Nagpur,Cash,Completed
ORD1296,21-08-2026,CUST101,Aditya More,T-Shirt,Fashion,3,864.57,2593.71,Nagpur,UPI,Returned
ORD1297,28-06-2026,CUST120,Aditya More,Shoes,Fashion,4,3465.24,13860.96,Navi Mumbai,Credit Card,Cancelled
ORD1298,17-05-2026,CUST112,Pooja Chavan,Office Chair,Furniture,3,8297.12,24891.36,Aurangabad,Debit Card,Cancelled
ORD1299,25-07-2026,CUST116,Karan Mehta,Jeans,Fashion,4,2185.04,8740.16,Nagpur,Debit Card,Completed
ORD1300,26-02-2026,CUST105,Aarav Sharma,Desk,Furniture,1,12150.06,12150.06,Aurangabad,Net Banking,Cancelled
